location,type,subtype,price,room_number,area,kitchen_equipped,furnished,fireplace,terrace,terrace_area,garden,garden_area,land_surface,facade_count,swimming_pool,building_condition,Commune,Sous_Commune,Commune_Principale,Province,Region,median_terrace_area,median_garden_area,median_facade,type_num,AS_NEW,GOOD,JUST_RENOVATED,TO_BE_DONE_UP,TO_RENOVATE,TO_RESTORE,reg_BRUXELLES,reg_VLAANDEREN,reg_WALLONIE,ANVERS,BRABANT FLAMAND,BRABANT WALLON,BRUXELLES,FLANDRE-OCCIDENTALE,FLANDRE-ORIENTALE,HAINAUT,LIEGE,LIMBOURG,LUXEMBOURG,NAMUR
1140,APARTMENT,APARTMENT,175000,1,50,1,0,0,0,,0,,,2,0,AS_NEW,Evere,Non,EVERE,BRUXELLES,BRUXELLES,16,16,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8800,APARTMENT,APARTMENT,240000,1,71,1,0,0,1,18,0,,,2,0,AS_NEW,Roeselare,Non,ROESELARE,FLANDRE-OCCIDENTALE,VLAANDEREN,18,18,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1180,APARTMENT,DUPLEX,335000,3,120,0,0,0,1,2,0,,,2,0,,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4101,HOUSE,HOUSE,135000,2,82,1,0,0,1,16,0,,61,2,0,GOOD,Jemeppe-Sur-Meuse,Oui,SERAING,LIEGE,WALLONIE,16,16,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3700,HOUSE,HOUSE,175000,5,140,1,0,0,1,32,1,413,802,2,0,GOOD,Tongeren,Non,TONGEREN,LIMBOURG,VLAANDEREN,32,32,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9690,HOUSE,HOUSE,281461,3,160,1,0,0,0,,1,,510,4,0,AS_NEW,Berchem,Oui,KLUISBERGEN,FLANDRE-ORIENTALE,VLAANDEREN,16,200,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4570,HOUSE,HOUSE,220000,3,142,0,0,0,1,,1,40,110,2,0,,Marchin,Non,MARCHIN,LIEGE,WALLONIE,16,16,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1000,APARTMENT,APARTMENT,225000,1,65,1,0,0,0,,0,,,2,0,GOOD,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,16,16,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8860,HOUSE,HOUSE,249000,2,150,1,0,0,1,,1,36000,49800,,0,AS_NEW,Lendelede,Non,LENDELEDE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6060,APARTMENT,APARTMENT,149000,2,78,1,0,0,1,,0,,,3,0,GOOD,Gilly,Oui,CHARLEROI,HAINAUT,WALLONIE,16,16,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5030,HOUSE,HOUSE,325000,3,164,0,1,0,1,,1,350,650,3,0,GOOD,Gembloux,Non,GEMBLOUX,NAMUR,WALLONIE,16,16,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3620,APARTMENT,APARTMENT,242141,2,81,0,0,0,1,11,0,,,,0,,Lanaken,Non,LANAKEN,LIMBOURG,VLAANDEREN,11,11,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1330,HOUSE,HOUSE,435000,3,114,1,0,0,1,25,1,394,394,3,0,JUST_RENOVATED,Rixensart,Non,RIXENSART,BRABANT WALLON,WALLONIE,25,25,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7134,APARTMENT,APARTMENT,175000,2,90,1,0,0,1,5,0,,,3,0,,Epinois,Oui,BINCHE,HAINAUT,WALLONIE,5,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8400,APARTMENT,FLAT_STUDIO,168000,1,46,1,0,0,0,,0,,,,0,,Oostende,Non,OOSTENDE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1180,APARTMENT,APARTMENT,249000,1,61,1,0,0,1,3,0,,,3,0,GOOD,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,3,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8500,APARTMENT,APARTMENT,135000,2,100,0,0,0,0,,0,,,,0,AS_NEW,Kortrijk,Non,KORTRIJK,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2560,HOUSE,HOUSE,335000,3,214,1,0,0,1,11,1,100,192,3,0,,Nijlen,Non,NIJLEN,ANVERS,VLAANDEREN,11,11,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4500,HOUSE,HOUSE,349000,4,198,1,0,0,0,,1,,518,3,0,GOOD,Huy,Non,HUY,LIEGE,WALLONIE,16,200,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1090,APARTMENT,APARTMENT,129000,1,54,0,0,0,0,,0,,,2,0,TO_RENOVATE,Jette,Non,JETTE,BRUXELLES,BRUXELLES,16,16,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8620,APARTMENT,APARTMENT,345000,2,80,0,1,0,1,,1,,,,0,AS_NEW,Nieuwpoort,Non,NIEUWPOORT,FLANDRE-OCCIDENTALE,VLAANDEREN,16,200,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2660,HOUSE,HOUSE,235000,1,165,1,0,0,1,7,0,,88,2,0,GOOD,Hoboken,Oui,ANTWERPEN,ANVERS,VLAANDEREN,7,7,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1140,APARTMENT,FLAT_STUDIO,129500,0,24,0,0,0,1,4,0,,,,0,,Evere,Non,EVERE,BRUXELLES,BRUXELLES,4,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7000,HOUSE,VILLA,420000,4,190,1,0,0,1,25,0,,1182,4,0,AS_NEW,Mons,Non,MONS,HAINAUT,WALLONIE,25,25,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9000,APARTMENT,APARTMENT,385000,2,101,1,0,0,1,3,0,,,,0,JUST_RENOVATED,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN,3,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1180,APARTMENT,APARTMENT,395000,3,120,0,0,0,1,4,0,,,3,0,TO_RENOVATE,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,4,4,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1200,APARTMENT,APARTMENT,325000,1,60,1,0,0,1,5,0,,,2,0,,Woluwe-Saint-Lambert,Non,WOLUWE-SAINT-LAMBERT,BRUXELLES,BRUXELLES,5,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8420,APARTMENT,PENTHOUSE,575000,3,350,1,0,0,1,20,0,,,4,0,GOOD,De Haan,Non,DE HAAN,FLANDRE-OCCIDENTALE,VLAANDEREN,20,20,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9620,APARTMENT,APARTMENT,225000,2,96,1,0,0,1,,0,,,2,0,GOOD,Zottegem,Non,ZOTTEGEM,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1030,APARTMENT,APARTMENT,320000,3,110,1,0,0,1,10,0,,,2,0,AS_NEW,Schaerbeek,Non,SCHAERBEEK,BRUXELLES,BRUXELLES,10,10,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8434,APARTMENT,APARTMENT,255000,2,87,0,0,0,1,,1,,,,0,AS_NEW,Lombardsijde,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,200,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4470,HOUSE,HOUSE,235000,3,145,1,0,0,0,,1,100,368,4,0,AS_NEW,Saint-Georges-Sur-Meuse,Non,SAINT-GEORGES-SUR-MEUSE,LIEGE,WALLONIE,16,16,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2070,APARTMENT,APARTMENT,130000,2,112,0,0,0,0,,0,,,2,0,GOOD,Zwijndrecht,Non,ZWIJNDRECHT,ANVERS,VLAANDEREN,16,16,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8434,APARTMENT,APARTMENT,209000,1,67,1,0,0,1,10,0,,,2,0,,Lombardsijde,Oui,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN,10,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8900,APARTMENT,APARTMENT,279000,2,96,0,0,0,1,,0,,,,0,,Ieper,Non,IEPER,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9900,APARTMENT,GROUND_FLOOR,211500,2,81,1,0,0,1,11,1,,,4,0,AS_NEW,Eeklo,Non,EEKLO,FLANDRE-ORIENTALE,VLAANDEREN,11,200,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8300,APARTMENT,APARTMENT,1350000,0,136,0,0,0,0,,0,,,2,0,GOOD,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9900,APARTMENT,SERVICE_FLAT,202500,1,74,1,0,0,1,10,0,,,4,0,AS_NEW,Eeklo,Non,EEKLO,FLANDRE-ORIENTALE,VLAANDEREN,10,10,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1770,HOUSE,HOUSE,269000,3,176,1,0,0,1,78,1,78,110,2,0,AS_NEW,Liedekerke,Non,LIEDEKERKE,BRABANT FLAMAND,VLAANDEREN,78,78,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8000,HOUSE,HOUSE,189000,2,104,0,0,0,1,10,0,,68,2,0,TO_RENOVATE,Brugge,Non,BRUGGE,FLANDRE-OCCIDENTALE,VLAANDEREN,10,10,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3600,HOUSE,HOUSE,135000,3,224,1,0,0,1,,0,,945,4,0,,Genk,Non,GENK,LIMBOURG,VLAANDEREN,16,16,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1420,HOUSE,HOUSE,415000,3,150,1,0,0,1,15,0,,166,2,0,GOOD,Braine-L'Alleud,Non,BRAINE-L'ALLEUD,BRABANT WALLON,WALLONIE,15,15,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9000,HOUSE,HOUSE,439000,7,192,1,0,0,0,,1,17,73,,0,GOOD,Gent,Non,GENT,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5310,HOUSE,HOUSE,275000,3,125,1,0,0,0,,1,1495,1495,4,0,TO_BE_DONE_UP,Eghezée,Non,EGHEZÉE,NAMUR,WALLONIE,16,16,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1040,APARTMENT,APARTMENT,235000,1,65,1,0,0,1,,0,,,,0,GOOD,Etterbeek,Non,ETTERBEEK,BRUXELLES,BRUXELLES,16,16,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1180,APARTMENT,APARTMENT,320500,2,96,1,0,0,1,6,0,,,2,0,AS_NEW,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,6,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1341,APARTMENT,PENTHOUSE,690000,3,183,0,0,0,1,45,0,,,4,0,AS_NEW,Céroux-Mousty,Oui,OTTIGNIES-LOUVAIN-LA-NEUVE,BRABANT WALLON,WALLONIE,45,45,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7640,HOUSE,COUNTRY_COTTAGE,399000,7,308,1,0,0,0,,1,,2880,4,0,TO_RENOVATE,Antoing,Non,ANTOING,HAINAUT,WALLONIE,16,200,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4460,HOUSE,HOUSE,179000,5,125,1,0,0,0,,1,98,160,2,0,GOOD,Grâce-Hollogne,Non,GRÂCE-HOLLOGNE,LIEGE,WALLONIE,16,16,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9870,HOUSE,HOUSE,229500,3,115,1,0,0,0,,1,,185,2,0,,Zulte,Non,ZULTE,FLANDRE-ORIENTALE,VLAANDEREN,16,200,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9320,HOUSE,HOUSE,219000,3,170,0,0,0,0,,0,,401,,0,,Erembodegem,Oui,AALST,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1160,APARTMENT,PENTHOUSE,799000,3,164,1,0,0,1,20,0,,,,0,AS_NEW,Auderghem,Non,AUDERGHEM,BRUXELLES,BRUXELLES,20,20,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1050,HOUSE,HOUSE,550000,7,150,1,0,0,0,,0,,52,2,0,TO_BE_DONE_UP,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,16,16,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4100,APARTMENT,APARTMENT,316000,2,102,1,0,0,1,8,0,,,,0,,Seraing,Non,SERAING,LIEGE,WALLONIE,8,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4690,HOUSE,HOUSE,235000,4,230,0,0,0,0,,1,,930,3,0,GOOD,Bassenge,Non,BASSENGE,LIEGE,WALLONIE,16,200,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4140,HOUSE,VILLA,190000,3,177,0,0,0,1,,0,,3425,4,0,,Sprimont,Non,SPRIMONT,LIEGE,WALLONIE,16,16,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8970,APARTMENT,APARTMENT,365000,3,104,1,0,0,1,,0,,,3,0,AS_NEW,Poperinge,Non,POPERINGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1050,APARTMENT,APARTMENT,280000,1,60,0,0,0,0,,0,,,2,0,,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,16,16,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8620,APARTMENT,APARTMENT,685000,2,90,1,1,0,1,20,0,,,2,0,AS_NEW,Nieuwpoort,Non,NIEUWPOORT,FLANDRE-OCCIDENTALE,VLAANDEREN,20,20,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1000,APARTMENT,GROUND_FLOOR,925000,2,142,1,0,0,1,,1,50,,,0,AS_NEW,Bruxelles,Non,BRUXELLES,BRUXELLES,BRUXELLES,16,16,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1421,HOUSE,HOUSE,295000,3,167,1,0,0,1,40,0,,217,3,0,AS_NEW,Ophain-Bois-Seigneur-Isaac,Oui,BRAINE-L'ALLEUD,BRABANT WALLON,WALLONIE,40,40,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8300,APARTMENT,APARTMENT,650000,2,92,1,0,0,1,,0,,,2,0,GOOD,Knokke,Oui,KNOKKE-HEIST,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1421,HOUSE,VILLA,875000,6,302,1,0,0,1,,1,2500,3596,4,0,TO_BE_DONE_UP,Ophain-Bois-Seigneur-Isaac,Oui,BRAINE-L'ALLEUD,BRABANT WALLON,WALLONIE,16,16,4,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2000,APARTMENT,DUPLEX,470000,2,128,1,0,1,1,13,0,,,2,0,AS_NEW,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN,13,13,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1150,APARTMENT,GROUND_FLOOR,695000,2,140,1,0,0,1,2,1,100,,3,0,AS_NEW,Woluwe-Saint-Pierre,Non,WOLUWE-SAINT-PIERRE,BRUXELLES,BRUXELLES,2,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8670,HOUSE,HOUSE,475000,3,169,1,0,0,1,20,1,700,873,,0,,Koksijde,Non,KOKSIJDE,FLANDRE-OCCIDENTALE,VLAANDEREN,20,20,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1740,HOUSE,HOUSE,370000,3,171,1,0,0,0,,1,,0,,0,JUST_RENOVATED,Ternat,Non,TERNAT,BRABANT FLAMAND,VLAANDEREN,16,200,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8430,APARTMENT,GROUND_FLOOR,220000,1,46,0,0,0,0,,0,,,3,0,,Middelkerke,Non,MIDDELKERKE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8970,HOUSE,HOUSE,269000,4,400,1,1,1,0,,0,,342,,0,AS_NEW,Poperinge,Non,POPERINGE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1050,APARTMENT,DUPLEX,595000,3,135,1,0,0,0,,0,,,2,0,AS_NEW,Ixelles,Non,IXELLES,BRUXELLES,BRUXELLES,16,16,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2970,APARTMENT,APARTMENT,765000,2,153,1,0,0,1,62,0,,,4,0,AS_NEW,Schilde,Non,SCHILDE,ANVERS,VLAANDEREN,62,62,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1180,APARTMENT,APARTMENT,1100000,4,200,1,1,0,1,30,0,,,3,0,AS_NEW,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,30,30,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9420,HOUSE,HOUSE,209000,2,130,1,0,0,1,,1,100,230,2,0,GOOD,Aaigem,Oui,ERPE-MERE,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7300,HOUSE,HOUSE,140000,3,156,1,0,0,0,,0,,140,4,0,GOOD,Boussu,Non,BOUSSU,HAINAUT,WALLONIE,16,16,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7531,HOUSE,HOUSE,550000,5,190,1,0,0,1,,0,,5280,4,0,TO_BE_DONE_UP,Havinnes,Oui,TOURNAI,HAINAUT,WALLONIE,16,16,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7110,HOUSE,HOUSE,125000,2,91,1,0,0,1,,0,,140,3,0,TO_BE_DONE_UP,Boussoit,Oui,LA LOUVIÈRE,HAINAUT,WALLONIE,16,16,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8400,APARTMENT,FLAT_STUDIO,178000,0,37,1,0,0,1,3,0,,,,0,AS_NEW,Oostende,Non,OOSTENDE,FLANDRE-OCCIDENTALE,VLAANDEREN,3,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9290,APARTMENT,APARTMENT,240000,2,70,1,0,0,0,,0,,,2,0,GOOD,Berlare,Non,BERLARE,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1560,HOUSE,EXCEPTIONAL_PROPERTY,989000,4,400,1,0,0,1,88,1,1000,1408,4,0,AS_NEW,Hoeilaart,Non,HOEILAART,BRABANT FLAMAND,VLAANDEREN,88,88,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1180,HOUSE,HOUSE,890000,4,216,0,0,1,0,,0,,252,3,0,GOOD,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,16,16,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8930,APARTMENT,APARTMENT,195600,2,83,1,0,0,1,9,1,12,,2,0,GOOD,Menen,Non,MENEN,FLANDRE-OCCIDENTALE,VLAANDEREN,9,9,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9400,APARTMENT,APARTMENT,457500,4,175,1,0,0,1,,0,,,,0,AS_NEW,Ninove,Non,NINOVE,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4170,HOUSE,HOUSE,110000,2,69,0,0,0,1,17,1,80,144,2,0,TO_RENOVATE,Comblain-Au-Pont,Non,COMBLAIN-AU-PONT,LIEGE,WALLONIE,17,17,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4020,HOUSE,HOUSE,138000,4,92,0,0,0,1,7,0,,91,2,0,JUST_RENOVATED,Liège,Non,LIÈGE,LIEGE,WALLONIE,7,7,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2018,APARTMENT,APARTMENT,349500,2,124,1,0,0,1,7,0,,,,0,AS_NEW,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN,7,7,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7321,HOUSE,HOUSE,137450,3,136,1,0,0,1,21,0,,198,2,0,AS_NEW,Blaton,Oui,BERNISSART,HAINAUT,WALLONIE,21,21,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4052,HOUSE,VILLA,550000,4,270,1,0,0,1,,1,1200,1400,4,0,GOOD,Beaufays,Oui,CHAUDFONTAINE,LIEGE,WALLONIE,16,16,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9300,HOUSE,HOUSE,249000,3,226,1,0,0,0,,1,11,110,,0,GOOD,Aalst,Non,AALST,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8540,APARTMENT,APARTMENT,229000,2,108,0,0,0,0,,0,,,,0,AS_NEW,Deerlijk,Non,DEERLIJK,FLANDRE-OCCIDENTALE,VLAANDEREN,16,16,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9660,HOUSE,HOUSE,162000,2,210,0,0,0,0,,0,,120,2,0,TO_RENOVATE,Brakel,Non,BRAKEL,FLANDRE-ORIENTALE,VLAANDEREN,16,16,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1420,HOUSE,HOUSE,435000,4,170,1,0,0,1,25,1,200,280,2,0,GOOD,Braine-L'Alleud,Non,BRAINE-L'ALLEUD,BRABANT WALLON,WALLONIE,25,25,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9940,HOUSE,HOUSE,335000,3,175,1,0,0,1,50,0,,353,3,0,GOOD,Evergem,Non,EVERGEM,FLANDRE-ORIENTALE,VLAANDEREN,50,50,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6760,HOUSE,HOUSE,177000,2,100,1,0,0,0,,0,,272,2,0,GOOD,Virton,Non,VIRTON,LUXEMBOURG,WALLONIE,16,16,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6210,APARTMENT,APARTMENT,150000,2,80,1,0,0,0,,0,,,4,0,AS_NEW,Frasnes-Lez-Gosselies,Oui,LES BONS VILLERS,HAINAUT,WALLONIE,16,16,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2050,APARTMENT,FLAT_STUDIO,169000,0,40,0,0,0,0,,0,,,,0,AS_NEW,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN,16,16,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4860,HOUSE,VILLA,320000,5,204,1,0,0,1,15,1,350,428,3,0,,Pepinster,Non,PEPINSTER,LIEGE,WALLONIE,15,15,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3620,APARTMENT,APARTMENT,249084,2,84,0,0,0,1,22,0,,,,0,,Lanaken,Non,LANAKEN,LIMBOURG,VLAANDEREN,22,22,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8800,APARTMENT,APARTMENT,136700,1,47,1,0,0,1,,1,,,,0,,Roeselare,Non,ROESELARE,FLANDRE-OCCIDENTALE,VLAANDEREN,16,200,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6690,HOUSE,HOUSE,349000,5,486,1,0,0,1,,0,,1056,4,0,GOOD,Vielsalm,Non,VIELSALM,LUXEMBOURG,WALLONIE,16,16,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020,HOUSE,HOUSE,269000,4,157,1,0,0,0,,0,,82,2,0,AS_NEW,Antwerpen,Non,ANTWERPEN,ANVERS,VLAANDEREN,16,16,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6120,HOUSE,HOUSE,165000,2,80,1,0,0,0,,0,,0,3,0,GOOD,Ham-Sur-Heure,Non,HAM-SUR-HEURE,HAINAUT,WALLONIE,16,16,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3040,APARTMENT,APARTMENT,346821,2,107,1,0,0,1,,0,,,,0,,Huldenberg,Non,HULDENBERG,BRABANT FLAMAND,VLAANDEREN,16,16,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1180,APARTMENT,APARTMENT,249000,2,70,1,0,0,1,4,0,,,3,0,GOOD,Uccle,Non,UCCLE,BRUXELLES,BRUXELLES,4,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
