postalCode,Commune,Sous_Commune,Commune_Principale,Province,Region
3803,Wilderen,Oui,SINT-TRUIDEN,LIMBOURG,VLAANDEREN
3806,Velm,Oui,SINT-TRUIDEN,LIMBOURG,VLAANDEREN
3830,Berlingen,Oui,WELLEN,LIMBOURG,VLAANDEREN
3830,Wellen,Non,WELLEN,LIMBOURG,VLAANDEREN
3831,Herten,Oui,WELLEN,LIMBOURG,VLAANDEREN
3832,Ulbeek,Oui,WELLEN,LIMBOURG,VLAANDEREN
3840,Bommershoven,Oui,BORGLOON,LIMBOURG,VLAANDEREN
3840,Borgloon,Non,BORGLOON,LIMBOURG,VLAANDEREN
3840,Broekom,Oui,BORGLOON,LIMBOURG,VLAANDEREN
3840,Gors-Opleeuw,Oui,BORGLOON,LIMBOURG,VLAANDEREN
3840,Gotem,Oui,BORGLOON,LIMBOURG,VLAANDEREN
3840,Groot-Loon,Oui,BORGLOON,LIMBOURG,VLAANDEREN
3840,Haren,Oui,BORGLOON,LIMBOURG,VLAANDEREN
3840,Hendrieken,Oui,BORGLOON,LIMBOURG,VLAANDEREN
3840,Hoepertingen,Oui,BORGLOON,LIMBOURG,VLAANDEREN
3840,Jesseren,Oui,BORGLOON,LIMBOURG,VLAANDEREN
3840,Kerniel,Oui,BORGLOON,LIMBOURG,VLAANDEREN
3840,Kolmont,Oui,BORGLOON,LIMBOURG,VLAANDEREN
3840,Kuttekoven,Oui,BORGLOON,LIMBOURG,VLAANDEREN
3840,Rijkel,Oui,BORGLOON,LIMBOURG,VLAANDEREN
3840,Voort,Oui,BORGLOON,LIMBOURG,VLAANDEREN
3850,Binderveld,Oui,NIEUWERKERKEN,LIMBOURG,VLAANDEREN
3850,Kozen,Oui,NIEUWERKERKEN,LIMBOURG,VLAANDEREN
3850,Nieuwerkerken,Non,NIEUWERKERKEN,LIMBOURG,VLAANDEREN
3850,Wijer,Oui,NIEUWERKERKEN,LIMBOURG,VLAANDEREN
3870,Batsheers,Oui,HEERS,LIMBOURG,VLAANDEREN
3870,Bovelingen,Oui,HEERS,LIMBOURG,VLAANDEREN
3870,Gutshoven,Oui,HEERS,LIMBOURG,VLAANDEREN
3870,Heers,Non,HEERS,LIMBOURG,VLAANDEREN
3870,Heks,Oui,HEERS,LIMBOURG,VLAANDEREN
3870,Horpmaal,Oui,HEERS,LIMBOURG,VLAANDEREN
3870,Klein-Gelmen,Oui,HEERS,LIMBOURG,VLAANDEREN
3870,Mechelen-Bovelingen,Oui,HEERS,LIMBOURG,VLAANDEREN
3870,Mettekoven,Oui,HEERS,LIMBOURG,VLAANDEREN
3870,Opheers,Oui,HEERS,LIMBOURG,VLAANDEREN
3870,Rukkelingen-Loon,Oui,HEERS,LIMBOURG,VLAANDEREN
3870,Vechmaal,Oui,HEERS,LIMBOURG,VLAANDEREN
3870,Veulen,Oui,HEERS,LIMBOURG,VLAANDEREN
3890,Boekhout,Oui,GINGELOM,LIMBOURG,VLAANDEREN
3890,Gingelom,Non,GINGELOM,LIMBOURG,VLAANDEREN
3890,Jeuk,Oui,GINGELOM,LIMBOURG,VLAANDEREN
3890,Kortijs,Oui,GINGELOM,LIMBOURG,VLAANDEREN
3890,Montenaken,Oui,GINGELOM,LIMBOURG,VLAANDEREN
3890,Niel-Bij-Sint-Truiden,Oui,GINGELOM,LIMBOURG,VLAANDEREN
3890,Vorsen,Oui,GINGELOM,LIMBOURG,VLAANDEREN
3891,Borlo,Oui,GINGELOM,LIMBOURG,VLAANDEREN
3891,Buvingen,Oui,GINGELOM,LIMBOURG,VLAANDEREN
3891,Mielen-Boven-Aalst,Oui,GINGELOM,LIMBOURG,VLAANDEREN
3891,Muizen,Oui,GINGELOM,LIMBOURG,VLAANDEREN
3900,Overpelt,Oui,PELT,LIMBOURG,VLAANDEREN
3910,Neerpelt,Oui,PELT,LIMBOURG,VLAANDEREN
3910,Sint-Huibrechts-Lille,Oui,PELT,LIMBOURG,VLAANDEREN
3920,Lommel,Non,LOMMEL,LIMBOURG,VLAANDEREN
3930,Achel,Oui,HAMONT-ACHEL,LIMBOURG,VLAANDEREN
3930,Hamont,Oui,HAMONT-ACHEL,LIMBOURG,VLAANDEREN
3940,Hechtel,Oui,HECHTEL-EKSEL,LIMBOURG,VLAANDEREN
3941,Eksel,Oui,HECHTEL-EKSEL,LIMBOURG,VLAANDEREN
3945,Kwaadmechelen,Oui,HAM,LIMBOURG,VLAANDEREN
3945,Oostham,Oui,HAM,LIMBOURG,VLAANDEREN
3950,Bocholt,Non,BOCHOLT,LIMBOURG,VLAANDEREN
3950,Kaulille,Oui,BOCHOLT,LIMBOURG,VLAANDEREN
3950,Reppel,Oui,BOCHOLT,LIMBOURG,VLAANDEREN
3960,Beek,Oui,BREE,LIMBOURG,VLAANDEREN
3960,Bree,Non,BREE,LIMBOURG,VLAANDEREN
3960,Gerdingen,Oui,BREE,LIMBOURG,VLAANDEREN
3960,Opitter,Oui,BREE,LIMBOURG,VLAANDEREN
3960,Tongerlo,Oui,BREE,LIMBOURG,VLAANDEREN
3970,Leopoldsburg,Non,LEOPOLDSBURG,LIMBOURG,VLAANDEREN
3971,Heppen,Oui,LEOPOLDSBURG,LIMBOURG,VLAANDEREN
3980,Tessenderlo,Non,TESSENDERLO,LIMBOURG,VLAANDEREN
3990,Grote-Brogel,Oui,PEER,LIMBOURG,VLAANDEREN
3990,Kleine-Brogel,Oui,PEER,LIMBOURG,VLAANDEREN
3990,Peer,Non,PEER,LIMBOURG,VLAANDEREN
3990,Wijchmaal,Oui,PEER,LIMBOURG,VLAANDEREN
4000,Glain,Oui,LIÈGE,LIEGE,WALLONIE
4000,Liège,Non,LIÈGE,LIEGE,WALLONIE
4000,Rocourt,Oui,LIÈGE,LIEGE,WALLONIE
4020,Bressoux,Oui,LIÈGE,LIEGE,WALLONIE
4020,Jupille-Sur-Meuse,Oui,LIÈGE,LIEGE,WALLONIE
4020,Liège,Non,LIÈGE,LIEGE,WALLONIE
4020,Wandre,Oui,LIÈGE,LIEGE,WALLONIE
4030,Grivegnée,Oui,LIÈGE,LIEGE,WALLONIE
4031,Angleur,Oui,LIÈGE,LIEGE,WALLONIE
4032,Chênée,Oui,LIÈGE,LIEGE,WALLONIE
4040,Herstal,Non,HERSTAL,LIEGE,WALLONIE
4041,Milmort,Oui,HERSTAL,LIEGE,WALLONIE
4041,Vottem,Oui,HERSTAL,LIEGE,WALLONIE
4042,Liers,Oui,HERSTAL,LIEGE,WALLONIE
4050,Chaudfontaine,Non,CHAUDFONTAINE,LIEGE,WALLONIE
4051,Vaux-Sous-Chèvremont,Oui,CHAUDFONTAINE,LIEGE,WALLONIE
4052,Beaufays,Oui,CHAUDFONTAINE,LIEGE,WALLONIE
4053,Embourg,Oui,CHAUDFONTAINE,LIEGE,WALLONIE
4099,Liège X,,Liège X,,
4100,Boncelles,Oui,SERAING,LIEGE,WALLONIE
4100,Seraing,Non,SERAING,LIEGE,WALLONIE
4101,Jemeppe-Sur-Meuse,Oui,SERAING,LIEGE,WALLONIE
4102,Ougrée,Oui,SERAING,LIEGE,WALLONIE
4120,Ehein,Oui,NEUPRÉ,LIEGE,WALLONIE
4120,Rotheux-Rimière,Oui,NEUPRÉ,LIEGE,WALLONIE
4121,Neuville-En-Condroz,Oui,NEUPRÉ,LIEGE,WALLONIE
4122,Plainevaux,Oui,NEUPRÉ,LIEGE,WALLONIE
4130,Esneux,Non,ESNEUX,LIEGE,WALLONIE
4130,Tilff,Oui,ESNEUX,LIEGE,WALLONIE
4140,Dolembreux,Oui,SPRIMONT,LIEGE,WALLONIE
4140,Gomzé-Andoumont,Oui,SPRIMONT,LIEGE,WALLONIE
4140,Rouvreux,Oui,SPRIMONT,LIEGE,WALLONIE
4140,Sprimont,Non,SPRIMONT,LIEGE,WALLONIE
4141,Louveigné,Oui,SPRIMONT,LIEGE,WALLONIE
4160,Anthisnes,Non,ANTHISNES,LIEGE,WALLONIE
4161,Villers-Aux-Tours,Oui,ANTHISNES,LIEGE,WALLONIE
4162,Hody,Oui,ANTHISNES,LIEGE,WALLONIE
4163,Tavier,Oui,ANTHISNES,LIEGE,WALLONIE
4170,Comblain-Au-Pont,Non,COMBLAIN-AU-PONT,LIEGE,WALLONIE
4171,Poulseur,Oui,COMBLAIN-AU-PONT,LIEGE,WALLONIE
4180,Comblain-Fairon,Oui,HAMOIR,LIEGE,WALLONIE
4180,Comblain-La-Tour,Oui,HAMOIR,LIEGE,WALLONIE
4180,Hamoir,Non,HAMOIR,LIEGE,WALLONIE
4181,Filot,Oui,HAMOIR,LIEGE,WALLONIE
4190,Ferrières,Non,FERRIÈRES,LIEGE,WALLONIE
4190,My,Oui,FERRIÈRES,LIEGE,WALLONIE
4190,Vieuxville,Oui,FERRIÈRES,LIEGE,WALLONIE
4190,Werbomont,Oui,FERRIÈRES,LIEGE,WALLONIE
4190,Xhoris,Oui,FERRIÈRES,LIEGE,WALLONIE
4210,Burdinne,Non,BURDINNE,LIEGE,WALLONIE
4210,Hannêche,Oui,BURDINNE,LIEGE,WALLONIE
4210,Lamontzée,Oui,BURDINNE,LIEGE,WALLONIE
4210,Marneffe,Oui,BURDINNE,LIEGE,WALLONIE
4210,Oteppe,Oui,BURDINNE,LIEGE,WALLONIE
4217,Héron,Non,HÉRON,LIEGE,WALLONIE
4217,Lavoir,Oui,HÉRON,LIEGE,WALLONIE
4217,Waret-L'Evêque,Oui,HÉRON,LIEGE,WALLONIE
4218,Couthuin,Oui,HÉRON,LIEGE,WALLONIE
4219,Acosse,Oui,WASSEIGES,LIEGE,WALLONIE
4219,Ambresin,Oui,WASSEIGES,LIEGE,WALLONIE
4219,Meeffe,Oui,WASSEIGES,LIEGE,WALLONIE
4219,Wasseiges,Non,WASSEIGES,LIEGE,WALLONIE
4250,Boëlhe,Oui,GEER,LIEGE,WALLONIE
4250,Geer,Non,GEER,LIEGE,WALLONIE
4250,Hollogne-Sur-Geer,Oui,GEER,LIEGE,WALLONIE
4250,Lens-Saint-Servais,Oui,GEER,LIEGE,WALLONIE
4252,Omal,Oui,GEER,LIEGE,WALLONIE
4253,Darion,Oui,GEER,LIEGE,WALLONIE
4254,Ligney,Oui,GEER,LIEGE,WALLONIE
4257,Berloz,Non,BERLOZ,LIEGE,WALLONIE
4257,Corswarem,Oui,BERLOZ,LIEGE,WALLONIE
4257,Rosoux-Crenwick,Oui,BERLOZ,LIEGE,WALLONIE
4260,Avennes,Oui,BRAIVES,LIEGE,WALLONIE
4260,Braives,Non,BRAIVES,LIEGE,WALLONIE
4260,Ciplet,Oui,BRAIVES,LIEGE,WALLONIE
4260,Fallais,Oui,BRAIVES,LIEGE,WALLONIE
4260,Fumal,Oui,BRAIVES,LIEGE,WALLONIE
4260,Ville-En-Hesbaye,Oui,BRAIVES,LIEGE,WALLONIE
4261,Latinne,Oui,BRAIVES,LIEGE,WALLONIE
4263,Tourinne,Oui,BRAIVES,LIEGE,WALLONIE
4280,Abolens,Oui,HANNUT,LIEGE,WALLONIE
4280,Avernas-Le-Bauduin,Oui,HANNUT,LIEGE,WALLONIE
4280,Avin,Oui,HANNUT,LIEGE,WALLONIE
4280,Bertrée,Oui,HANNUT,LIEGE,WALLONIE
4280,Blehen,Oui,HANNUT,LIEGE,WALLONIE
4280,Cras-Avernas,Oui,HANNUT,LIEGE,WALLONIE
4280,Crehen,Oui,HANNUT,LIEGE,WALLONIE
4280,Grand-Hallet,Oui,HANNUT,LIEGE,WALLONIE
4280,Hannut,Non,HANNUT,LIEGE,WALLONIE
4280,Lens-Saint-Remy,Oui,HANNUT,LIEGE,WALLONIE
4280,Merdorp,Oui,HANNUT,LIEGE,WALLONIE
4280,Moxhe,Oui,HANNUT,LIEGE,WALLONIE
4280,Petit-Hallet,Oui,HANNUT,LIEGE,WALLONIE
4280,Poucet,Oui,HANNUT,LIEGE,WALLONIE
4280,Thisnes,Oui,HANNUT,LIEGE,WALLONIE
4280,Trognée,Oui,HANNUT,LIEGE,WALLONIE
4280,Villers-Le-Peuplier,Oui,HANNUT,LIEGE,WALLONIE
4280,Wansin,Oui,HANNUT,LIEGE,WALLONIE
4287,Lincent,Non,LINCENT,LIEGE,WALLONIE
4287,Pellaines,Oui,LINCENT,LIEGE,WALLONIE
4287,Racour,Oui,LINCENT,LIEGE,WALLONIE
4300,Bettincourt,Oui,WAREMME,LIEGE,WALLONIE
4300,Bleret,Oui,WAREMME,LIEGE,WALLONIE
4300,Bovenistier,Oui,WAREMME,LIEGE,WALLONIE
4300,Grand-Axhe,Oui,WAREMME,LIEGE,WALLONIE
4300,Lantremange,Oui,WAREMME,LIEGE,WALLONIE
4300,Oleye,Oui,WAREMME,LIEGE,WALLONIE
4300,Waremme,Non,WAREMME,LIEGE,WALLONIE
4317,Aineffe,Oui,FAIMES,LIEGE,WALLONIE
4317,Borlez,Oui,FAIMES,LIEGE,WALLONIE
4317,Celles,Oui,FAIMES,LIEGE,WALLONIE
4317,Faimes,Non,FAIMES,LIEGE,WALLONIE
4317,Les Waleffes,Oui,FAIMES,LIEGE,WALLONIE
4317,Viemme,Oui,FAIMES,LIEGE,WALLONIE
4340,Awans,Non,AWANS,LIEGE,WALLONIE
4340,Fooz,Oui,AWANS,LIEGE,WALLONIE
4340,Othée,Oui,AWANS,LIEGE,WALLONIE
4340,Villers-L'Evêque,Oui,AWANS,LIEGE,WALLONIE
4342,Hognoul,Oui,AWANS,LIEGE,WALLONIE
4347,Fexhe-Le-Haut-Clocher,Non,FEXHE-LE-HAUT-CLOCHER,LIEGE,WALLONIE
4347,Freloux,Oui,FEXHE-LE-HAUT-CLOCHER,LIEGE,WALLONIE
4347,Noville,Oui,FEXHE-LE-HAUT-CLOCHER,LIEGE,WALLONIE
4347,Roloux,Oui,FEXHE-LE-HAUT-CLOCHER,LIEGE,WALLONIE
4347,Voroux-Goreux,Oui,FEXHE-LE-HAUT-CLOCHER,LIEGE,WALLONIE
4350,Lamine,Oui,REMICOURT,LIEGE,WALLONIE
4350,Momalle,Oui,REMICOURT,LIEGE,WALLONIE
4350,Pousset,Oui,REMICOURT,LIEGE,WALLONIE
4350,Remicourt,Non,REMICOURT,LIEGE,WALLONIE
4351,Hodeige,Oui,REMICOURT,LIEGE,WALLONIE
4357,Donceel,Non,DONCEEL,LIEGE,WALLONIE
4357,Haneffe,Oui,DONCEEL,LIEGE,WALLONIE
4357,Jeneffe,Oui,DONCEEL,LIEGE,WALLONIE
4357,Limont,Oui,DONCEEL,LIEGE,WALLONIE
4360,Bergilers,Oui,OREYE,LIEGE,WALLONIE
4360,Grandville,Oui,OREYE,LIEGE,WALLONIE
4360,Lens-Sur-Geer,Oui,OREYE,LIEGE,WALLONIE
4360,Oreye,Non,OREYE,LIEGE,WALLONIE
4360,Otrange,Oui,OREYE,LIEGE,WALLONIE
4367,Crisnée,Non,CRISNÉE,LIEGE,WALLONIE
4367,Fize-Le-Marsal,Oui,CRISNÉE,LIEGE,WALLONIE
4367,Kemexhe,Oui,CRISNÉE,LIEGE,WALLONIE
4367,Odeur,Oui,CRISNÉE,LIEGE,WALLONIE
4367,Thys,Oui,CRISNÉE,LIEGE,WALLONIE
4400,Awirs,Oui,FLÉMALLE,LIEGE,WALLONIE
4400,Chokier,Oui,FLÉMALLE,LIEGE,WALLONIE
4400,Flémalle-Grande,Oui,FLÉMALLE,LIEGE,WALLONIE
4400,Flémalle-Haute,Oui,FLÉMALLE,LIEGE,WALLONIE
4400,Gleixhe,Oui,FLÉMALLE,LIEGE,WALLONIE
4400,Ivoz-Ramet,Oui,FLÉMALLE,LIEGE,WALLONIE
4400,Mons-Lez-Liège,Oui,FLÉMALLE,LIEGE,WALLONIE
4420,Montegnée,Oui,SAINT-NICOLAS,LIEGE,WALLONIE
4420,Saint-Nicolas,Non,SAINT-NICOLAS,LIEGE,WALLONIE
4420,Tilleur,Oui,SAINT-NICOLAS,LIEGE,WALLONIE
4430,Ans,Non,ANS,LIEGE,WALLONIE
4431,Loncin,Oui,ANS,LIEGE,WALLONIE
4432,Alleur,Oui,ANS,LIEGE,WALLONIE
4432,Xhendremael,Oui,ANS,LIEGE,WALLONIE
4450,Juprelle,Non,JUPRELLE,LIEGE,WALLONIE
4450,Lantin,Oui,JUPRELLE,LIEGE,WALLONIE
4450,Slins,Oui,JUPRELLE,LIEGE,WALLONIE
4451,Voroux-Lez-Liers,Oui,JUPRELLE,LIEGE,WALLONIE
4452,Paifve,Oui,JUPRELLE,LIEGE,WALLONIE
4452,Wihogne,Oui,JUPRELLE,LIEGE,WALLONIE
4453,Villers-Saint-Siméon,Oui,JUPRELLE,LIEGE,WALLONIE
4458,Fexhe-Slins,Oui,JUPRELLE,LIEGE,WALLONIE
4460,Bierset,Oui,GRÂCE-HOLLOGNE,LIEGE,WALLONIE
4460,Grâce-Berleur,Oui,GRÂCE-HOLLOGNE,LIEGE,WALLONIE
4460,Grâce-Hollogne,Non,GRÂCE-HOLLOGNE,LIEGE,WALLONIE
4460,Hollogne-Aux-Pierres,Oui,GRÂCE-HOLLOGNE,LIEGE,WALLONIE
4460,Horion-Hozémont,Oui,GRÂCE-HOLLOGNE,LIEGE,WALLONIE
4460,Velroux,Oui,GRÂCE-HOLLOGNE,LIEGE,WALLONIE
4470,Saint-Georges-Sur-Meuse,Non,SAINT-GEORGES-SUR-MEUSE,LIEGE,WALLONIE
4480,Clermont-Sous-Huy,Oui,ENGIS,LIEGE,WALLONIE
4480,Ehein,Oui,ENGIS,LIEGE,WALLONIE
4480,Engis,Non,ENGIS,LIEGE,WALLONIE
4480,Hermalle-Sous-Huy,Oui,ENGIS,LIEGE,WALLONIE
4500,Ben-Ahin,Oui,HUY,LIEGE,WALLONIE
4500,Huy,Non,HUY,LIEGE,WALLONIE
4500,Tihange,Oui,HUY,LIEGE,WALLONIE
4520,Antheit,Oui,WANZE,LIEGE,WALLONIE
4520,Bas-Oha,Oui,WANZE,LIEGE,WALLONIE
4520,Huccorgne,Oui,WANZE,LIEGE,WALLONIE
4520,Moha,Oui,WANZE,LIEGE,WALLONIE
4520,Vinalmont,Oui,WANZE,LIEGE,WALLONIE
4520,Wanze,Non,WANZE,LIEGE,WALLONIE
4530,Fize-Fontaine,Oui,VILLERS-LE-BOUILLET,LIEGE,WALLONIE
4530,Vaux-Et-Borset,Oui,VILLERS-LE-BOUILLET,LIEGE,WALLONIE
4530,Vieux-Waleffe,Oui,VILLERS-LE-BOUILLET,LIEGE,WALLONIE
4530,Villers-Le-Bouillet,Non,VILLERS-LE-BOUILLET,LIEGE,WALLONIE
4530,Warnant-Dreye,Oui,VILLERS-LE-BOUILLET,LIEGE,WALLONIE
4537,Bodegnée,Oui,VERLAINE,LIEGE,WALLONIE
4537,Chapon-Seraing,Oui,VERLAINE,LIEGE,WALLONIE
4537,Seraing-Le-Château,Oui,VERLAINE,LIEGE,WALLONIE
4537,Verlaine,Non,VERLAINE,LIEGE,WALLONIE
4540,Amay,Non,AMAY,LIEGE,WALLONIE
4540,Ampsin,Oui,AMAY,LIEGE,WALLONIE
4540,Flône,Oui,AMAY,LIEGE,WALLONIE
4540,Jehay,Oui,AMAY,LIEGE,WALLONIE
4540,Ombret,Oui,AMAY,LIEGE,WALLONIE
4550,Nandrin,Non,NANDRIN,LIEGE,WALLONIE
4550,Saint-Séverin,Oui,NANDRIN,LIEGE,WALLONIE
4550,Villers-Le-Temple,Oui,NANDRIN,LIEGE,WALLONIE
4550,Yernée-Fraineux,Oui,NANDRIN,LIEGE,WALLONIE
4557,Abée,Oui,TINLOT,LIEGE,WALLONIE
4557,Fraiture,Oui,TINLOT,LIEGE,WALLONIE
4557,Ramelot,Oui,TINLOT,LIEGE,WALLONIE
4557,Seny,Oui,TINLOT,LIEGE,WALLONIE
4557,Soheit-Tinlot,Oui,TINLOT,LIEGE,WALLONIE
4557,Tinlot,Non,TINLOT,LIEGE,WALLONIE
4560,Bois-Et-Borsu,Oui,CLAVIER,LIEGE,WALLONIE
4560,Clavier,Non,CLAVIER,LIEGE,WALLONIE
4560,Les Avins,Oui,CLAVIER,LIEGE,WALLONIE
4560,Ocquier,Oui,CLAVIER,LIEGE,WALLONIE
4560,Pailhe,Oui,CLAVIER,LIEGE,WALLONIE
4560,Terwagne,Oui,CLAVIER,LIEGE,WALLONIE
4570,Marchin,Non,MARCHIN,LIEGE,WALLONIE
4570,Vyle-Et-Tharoul,Oui,MARCHIN,LIEGE,WALLONIE
4577,Modave,Non,MODAVE,LIEGE,WALLONIE
4577,Outrelouxhe,Oui,MODAVE,LIEGE,WALLONIE
4577,Strée-Lez-Huy,Oui,MODAVE,LIEGE,WALLONIE
4577,Vierset-Barse,Oui,MODAVE,LIEGE,WALLONIE
4590,Ellemelle,Oui,OUFFET,LIEGE,WALLONIE
4590,Ouffet,Non,OUFFET,LIEGE,WALLONIE
4590,Warzée,Oui,OUFFET,LIEGE,WALLONIE
4600,Lanaye,Oui,VISÉ,LIEGE,WALLONIE
4600,Lixhe,Oui,VISÉ,LIEGE,WALLONIE
4600,Richelle,Oui,VISÉ,LIEGE,WALLONIE
4600,Visé,Non,VISÉ,LIEGE,WALLONIE
4601,Argenteau,Oui,VISÉ,LIEGE,WALLONIE
4602,Cheratte,Oui,VISÉ,LIEGE,WALLONIE
4606,Saint-André,Oui,DALHEM,LIEGE,WALLONIE
4607,Berneau,Oui,DALHEM,LIEGE,WALLONIE
4607,Bombaye,Oui,DALHEM,LIEGE,WALLONIE
4607,Dalhem,Non,DALHEM,LIEGE,WALLONIE
4607,Feneur,Oui,DALHEM,LIEGE,WALLONIE
4607,Mortroux,Oui,DALHEM,LIEGE,WALLONIE
4608,Neufchâteau,Oui,DALHEM,LIEGE,WALLONIE
4608,Warsage,Oui,DALHEM,LIEGE,WALLONIE
4610,Bellaire,Oui,BEYNE-HEUSAY,LIEGE,WALLONIE
4610,Beyne-Heusay,Non,BEYNE-HEUSAY,LIEGE,WALLONIE
4610,Queue-Du-Bois,Oui,BEYNE-HEUSAY,LIEGE,WALLONIE
4620,Fléron,Non,FLÉRON,LIEGE,WALLONIE
4621,Retinne,Oui,FLÉRON,LIEGE,WALLONIE
4623,Magnée,Oui,FLÉRON,LIEGE,WALLONIE
4624,Romsée,Oui,FLÉRON,LIEGE,WALLONIE
4630,Ayeneux,Oui,SOUMAGNE,LIEGE,WALLONIE
4630,Micheroux,Oui,SOUMAGNE,LIEGE,WALLONIE
4630,Soumagne,Non,SOUMAGNE,LIEGE,WALLONIE
4630,Tignée,Oui,SOUMAGNE,LIEGE,WALLONIE
4631,Evegnée,Oui,SOUMAGNE,LIEGE,WALLONIE
4632,Cérexhe-Heuseux,Oui,SOUMAGNE,LIEGE,WALLONIE
4633,Melen,Oui,SOUMAGNE,LIEGE,WALLONIE
4650,Chaineux,Oui,HERVE,LIEGE,WALLONIE
4650,Grand-Rechain,Oui,HERVE,LIEGE,WALLONIE
4650,Herve,Non,HERVE,LIEGE,WALLONIE
4650,Julémont,Oui,HERVE,LIEGE,WALLONIE
4651,Battice,Oui,HERVE,LIEGE,WALLONIE
4652,Xhendelesse,Oui,HERVE,LIEGE,WALLONIE
4653,Bolland,Oui,HERVE,LIEGE,WALLONIE
4654,Charneux,Oui,HERVE,LIEGE,WALLONIE
4670,Blégny,Non,BLÉGNY,LIEGE,WALLONIE
4670,Mortier,Oui,BLÉGNY,LIEGE,WALLONIE
4670,Trembleur,Oui,BLÉGNY,LIEGE,WALLONIE
4671,Barchon,Oui,BLÉGNY,LIEGE,WALLONIE
4671,Housse,Oui,BLÉGNY,LIEGE,WALLONIE
4671,Saive,Oui,BLÉGNY,LIEGE,WALLONIE
4672,Saint-Remy,Oui,BLÉGNY,LIEGE,WALLONIE
4680,Hermée,Oui,OUPEYE,LIEGE,WALLONIE
4680,Oupeye,Non,OUPEYE,LIEGE,WALLONIE
4681,Hermalle-Sous-Argenteau,Oui,OUPEYE,LIEGE,WALLONIE
4682,Heure-Le-Romain,Oui,OUPEYE,LIEGE,WALLONIE
4682,Houtain-Saint-Siméon,Oui,OUPEYE,LIEGE,WALLONIE
4683,Vivegnis,Oui,OUPEYE,LIEGE,WALLONIE
4684,Haccourt,Oui,OUPEYE,LIEGE,WALLONIE
4690,Bassenge,Non,BASSENGE,LIEGE,WALLONIE
4690,Boirs,Oui,BASSENGE,LIEGE,WALLONIE
4690,Eben-Emael,Oui,BASSENGE,LIEGE,WALLONIE
4690,Glons,Oui,BASSENGE,LIEGE,WALLONIE
4690,Roclenge-Sur-Geer,Oui,BASSENGE,LIEGE,WALLONIE
4690,Wonck,Oui,BASSENGE,LIEGE,WALLONIE
4700,Eupen,Non,EUPEN,LIEGE,WALLONIE
4701,Kettenis,Oui,EUPEN,LIEGE,WALLONIE
4710,Lontzen,Non,LONTZEN,LIEGE,WALLONIE
4711,Walhorn,Oui,LONTZEN,LIEGE,WALLONIE
4720,La Calamine,Non,LA CALAMINE,LIEGE,WALLONIE
4721,Neu-Moresnet,Oui,LA CALAMINE,LIEGE,WALLONIE
4728,Hergenrath,Oui,LA CALAMINE,LIEGE,WALLONIE
4730,Hauset,Oui,RAEREN,LIEGE,WALLONIE
4730,Raeren,Non,RAEREN,LIEGE,WALLONIE
4731,Eynatten,Oui,RAEREN,LIEGE,WALLONIE
4750,Butgenbach,Non,BUTGENBACH,LIEGE,WALLONIE
4750,Elsenborn,Oui,BUTGENBACH,LIEGE,WALLONIE
4760,Bullange,Non,BULLANGE,LIEGE,WALLONIE
4760,Manderfeld,Oui,BULLANGE,LIEGE,WALLONIE
4761,Rocherath,Oui,BULLANGE,LIEGE,WALLONIE
4770,Amblève,Non,AMBLÈVE,LIEGE,WALLONIE
4770,Meyerode,Oui,AMBLÈVE,LIEGE,WALLONIE
4771,Heppenbach,Oui,AMBLÈVE,LIEGE,WALLONIE
4780,Recht,Oui,SAINT-VITH,LIEGE,WALLONIE
4780,Saint-Vith,Non,SAINT-VITH,LIEGE,WALLONIE
4782,Schoenberg,Oui,SAINT-VITH,LIEGE,WALLONIE
4783,Lommersweiler,Oui,SAINT-VITH,LIEGE,WALLONIE
4784,Crombach,Oui,SAINT-VITH,LIEGE,WALLONIE
4790,Reuland,Oui,BURG-REULAND,LIEGE,WALLONIE
4791,Thommen,Oui,BURG-REULAND,LIEGE,WALLONIE
4800,Ensival,Oui,VERVIERS,LIEGE,WALLONIE
4800,Lambermont,Oui,VERVIERS,LIEGE,WALLONIE
4800,Petit-Rechain,Oui,VERVIERS,LIEGE,WALLONIE
4800,Polleur,Oui,VERVIERS,LIEGE,WALLONIE
4800,Verviers,Non,VERVIERS,LIEGE,WALLONIE
4801,Stembert,Oui,VERVIERS,LIEGE,WALLONIE
4802,Heusy,Oui,VERVIERS,LIEGE,WALLONIE
4820,Dison,Non,DISON,LIEGE,WALLONIE
4821,Andrimont,Oui,DISON,LIEGE,WALLONIE
4830,Limbourg,Non,LIMBOURG,LIEGE,WALLONIE
4831,Bilstain,Oui,LIMBOURG,LIEGE,WALLONIE
4834,Goé,Oui,LIMBOURG,LIEGE,WALLONIE
4837,Baelen,Non,BAELEN,LIEGE,WALLONIE
4837,Membach,Oui,BAELEN,LIEGE,WALLONIE
4840,Welkenraedt,Non,WELKENRAEDT,LIEGE,WALLONIE
4841,Henri-Chapelle,Oui,WELKENRAEDT,LIEGE,WALLONIE
4845,Jalhay,Non,JALHAY,LIEGE,WALLONIE
4845,Sart-Lez-Spa,Oui,JALHAY,LIEGE,WALLONIE
4850,Montzen,Oui,PLOMBIÈRES,LIEGE,WALLONIE
4850,Moresnet,Oui,PLOMBIÈRES,LIEGE,WALLONIE
4851,Gemmenich,Oui,PLOMBIÈRES,LIEGE,WALLONIE
4851,Sippenaeken,Oui,PLOMBIÈRES,LIEGE,WALLONIE
